Away_team,GameDate,Home_team,Humidity,IsPlayoffs,Location,Stadium,Surface,Team1_Team2,Temperature,Visibility,Weather_cat,Wind
SF,12/11/2016,NYJ,68%,0.0,"Santa Clara, California",Q2,Bermuda,NYJ_SF,54f.,9mi,Partly Cloudy,4mi
LA,12/11/2016,ATL,77%,0.0,"Los Angeles, California",Q2,Natural,ATL_LA,64f.,9mi,Mostly Cloudy,1mi
GB,12/11/2016,SEA,88%,0.0,"Green Bay, Wisconsin",Q2,Desso,GB_SEA,25f.,9mi,Mostly Cloudy,1mi
NYG,12/11/2016,DAL,84%,0.0,"Rutherford, New Jersey",Q2,Fieldturf,DAL_NYG,30f.,8mi,Mostly Cloudy,0mi
NE,12/12/2016,BAL,93%,0.0,"Foxborough, Massachusetts",Q2,Fieldturf,BAL_NE,33f.,8mi,Clear,3mi
SEA,12/15/2016,LA,73%,0.0,"Seattle, Washington",Q2,Fieldturf,LA_SEA,35f.,10mi,Mostly Cloudy,3mi
NYJ,12/17/2016,MIA,91%,0.0,"Rutherford, New Jersey",Q2,Fieldturf,MIA_NYJ,34f.,5mi,Mostly Cloudy,3mi
CHI,12/18/2016,GB,66%,0.0,"Chicago, Illinois",Q2,Grass,CHI_GB,10f.,9mi,Partly Cloudy,7mi
HOU,12/18/2016,JAX,53%,0.0,"Houston, Texas",Q2,Grass,HOU_JAX,40f.,10mi,Mostly Cloudy,12mi
BUF,12/18/2016,CLE,82%,0.0,"Orchard Park, New York",Q2,A-Turf,BUF_CLE,24f.,8mi,Mostly Cloudy,8mi
BAL,12/18/2016,PHI,81%,0.0,"Baltimore, Maryland",Q2,419,BAL_PHI,56f.,9mi,Light Rain,11mi
KC,12/18/2016,TEN,64%,0.0,"Kansas City, Missouri",Q2,Grass,KC_TEN,7f.,10mi,Clear,2mi
NYG,12/18/2016,DET,92%,0.0,"Rutherford, New Jersey",Q2,Fieldturf,DET_NYG,51f.,4mi,Mostly Cloudy,5mi
MIN,12/18/2016,IND,63%,0.0,"Minneapolis, Minnesota",Q2,UBU,IND_MIN,-7f.,9mi,Clear,4mi
CIN,12/18/2016,PIT,73%,0.0,"Cincinnati, Ohio",Q2,-,CIN_PIT,26f.,7mi,Mostly Cloudy,6mi
ARI,12/18/2016,NO,21%,0.0,"Glendale, Arizona",Q2,Grass,ARI_NO,62f.,10mi,Clear,2mi
ATL,12/18/2016,SF,86%,0.0,"Atlanta, Georgia",Q2,Fieldturf,ATL_SF,42f.,5mi,Mostly Cloudy,6mi
DEN,12/18/2016,NE,59%,0.0,"Denver, Colorado",Q2,Grass,DEN_NE,21f.,3mi,Clear,4mi
LAC,12/18/2016,OAK,26%,0.0,"San Diego, California",Q2,Grass,LAC_OAK,61f.,10mi,Clear,4mi
DAL,12/18/2016,TB,49%,0.0,"Arlington, Texas",Q2,RealGrass,DAL_TB,24f.,10mi,Clear,6mi
WAS,12/19/2016,CAR,56%,0.0,"Landover, Maryland",Q2,Grass,CAR_WAS,29f.,10mi,Partly Cloudy,3mi
PHI,12/22/2016,NYG,57%,0.0,"Philadelphia, Pennsylvania",Q2,Desso,NYG_PHI,40f.,10mi,Mostly Cloudy,8mi
BUF,12/24/2016,MIA,90%,0.0,"Orchard Park, New York",Q2,A-Turf,BUF_MIA,34f.,4mi,Overcast,5mi
NO,12/24/2016,TB,79%,0.0,"New Orleans, Louisiana",Q2,Fieldturf,NO_TB,73f.,9mi,Mostly Cloudy,4mi
NE,12/24/2016,NYJ,94%,0.0,"Foxborough, Massachusetts",Q2,Fieldturf,NE_NYJ,40f.,2mi,Light Rain,4mi
JAX,12/24/2016,TEN,72%,0.0,"Jacksonville, Florida",Q2,419,JAX_TEN,74f.,6mi,Mostly Cloudy,1mi
GB,12/24/2016,MIN,84%,0.0,"Green Bay, Wisconsin",Q2,Desso,GB_MIN,36f.,10mi,Mostly Cloudy,4mi
CLE,12/24/2016,LAC,90%,0.0,"Cleveland, Ohio",Q2,Kentucky,CLE_LAC,37f.,5mi,Mostly Cloudy,8mi
CHI,12/24/2016,WAS,85%,0.0,"Chicago, Illinois",Q2,Grass,CHI_WAS,35f.,10mi,Mostly Cloudy,1mi
CAR,12/24/2016,ATL,64%,0.0,"Charlotte, North Carolina",Q2,Grass,ATL_CAR,59f.,10mi,Partly Cloudy,7mi
OAK,12/24/2016,IND,59%,0.0,"Oakland, California",Q2,Bluegrass,IND_OAK,50f.,10mi,Clear,5mi
SEA,12/24/2016,ARI,89%,0.0,"Seattle, Washington",Q2,Fieldturf,ARI_SEA,38f.,10mi,Mostly Cloudy,2mi
LA,12/24/2016,SF,48%,0.0,"Los Angeles, California",Q2,Natural,LA_SF,56f.,10mi,Clear,9mi
HOU,12/24/2016,CIN,91%,0.0,"Houston, Texas",Q2,Grass,CIN_HOU,69f.,7mi,Partly Cloudy,9mi
PIT,12/25/2016,BAL,83%,0.0,"Pittsburgh, Pennsylvania",Q2,Desso,BAL_PIT,36f.,9mi,Partly Cloudy,4mi
KC,12/25/2016,DEN,85%,0.0,"Kansas City, Missouri",Q2,Grass,DEN_KC,52f.,6mi,Heavy Rain,7mi
DAL,12/26/2016,DET,41%,0.0,"Arlington, Texas",Q2,RealGrass,DAL_DET,61f.,10mi,Mostly Cloudy,2mi
PIT,01/01/2017,CLE,65%,0.0,"Pittsburgh, Pennsylvania",Q2,Desso,CLE_PIT,41f.,9mi,Clear,1mi
CIN,01/01/2017,BAL,87%,0.0,"Cincinnati, Ohio",Q2,-,BAL_CIN,41f.,8mi,Foggy,2mi
TEN,01/01/2017,HOU,93%,0.0,"Nashville, Tennessee",Q2,419,HOU_TEN,52f.,7mi,Mostly Cloudy,1mi
TB,01/01/2017,CAR,59%,0.0,"Tampa, Florida",Q2,Grass,CAR_TB,81f.,10mi,Clear,8mi
IND,01/01/2017,JAX,68%,0.0,"Indianapolis, Indiana",Q2,Fieldturf,IND_JAX,44f.,9mi,Clear,3mi
MIA,01/01/2017,NE,66%,0.0,"Miami Gardens, Florida",Q2,Grass,MIA_NE,80f.,9mi,Mostly Cloudy,9mi
MIN,01/01/2017,CHI,73%,0.0,"Minneapolis, Minnesota",Q2,UBU,CHI_MIN,30f.,9mi,Clear,1mi
NYJ,01/01/2017,BUF,40%,0.0,"Rutherford, New Jersey",Q2,Fieldturf,BUF_NYJ,47f.,10mi,Clear,6mi
PHI,01/01/2017,DAL,49%,0.0,"Philadelphia, Pennsylvania",Q2,Desso,DAL_PHI,50f.,10mi,Partly Cloudy,6mi
LA,01/01/2017,ARI,60%,0.0,"Los Angeles, California",Q2,Natural,ARI_LA,57f.,9mi,Clear,4mi
DEN,01/01/2017,OAK,33%,0.0,"Denver, Colorado",Q2,Grass,DEN_OAK,44f.,3mi,Partly Cloudy,2mi
LAC,01/01/2017,KC,63%,0.0,"San Diego, California",Q2,Grass,KC_LAC,58f.,9mi,Partly Cloudy,6mi
SF,01/01/2017,SEA,57%,0.0,"Santa Clara, California",Q2,Bermuda,SEA_SF,53f.,10mi,Partly Cloudy,8mi
ATL,01/01/2017,NO,97%,0.0,"Atlanta, Georgia",Q2,Fieldturf,ATL_NO,48f.,1mi,Light Rain,5mi
WAS,01/01/2017,NYG,56%,0.0,"Landover, Maryland",Q2,Grass,NYG_WAS,47f.,10mi,Clear,1mi
DET,01/01/2017,GB,83%,0.0,"Detroit, Michigan",Q2,Fieldturf,DET_GB,30f.,10mi,Clear,3mi
HOU,01/07/2017,OAK,38%,0.0,"Houston, Texas",Q2,Grass,HOU_OAK,42f.,10mi,Clear,6mi
SEA,01/07/2017,DET,55%,0.0,"Seattle, Washington",Q2,Fieldturf,DET_SEA,35f.,10mi,Overcast,4mi
PIT,01/08/2017,MIA,55%,0.0,"Pittsburgh, Pennsylvania",Q2,Desso,MIA_PIT,16f.,9mi,Partly Cloudy,4mi
GB,01/08/2017,NYG,67%,0.0,"Green Bay, Wisconsin",Q2,Desso,GB_NYG,12f.,10mi,Partly Cloudy,5mi
ATL,01/14/2017,SEA,56%,0.0,"Atlanta, Georgia",Q2,Fieldturf,ATL_SEA,69f.,7mi,Partly Cloudy,2mi
NE,01/14/2017,HOU,67%,0.0,"Foxborough, Massachusetts",Q2,Fieldturf,HOU_NE,28f.,9mi,Partly Cloudy,3mi
DAL,01/15/2017,GB,91%,0.0,"Arlington, Texas",Q2,RealGrass,DAL_GB,57f.,3mi,Partly Cloudy,5mi
KC,01/15/2017,PIT,96%,0.0,"Kansas City, Missouri",Q2,Grass,KC_PIT,32f.,3mi,Overcast,3mi
ATL,01/22/2017,GB,96%,0.0,"Atlanta, Georgia",Q2,Fieldturf,ATL_GB,60f.,3mi,Overcast,4mi
NE,01/22/2017,PIT,94%,0.0,"Foxborough, Massachusetts",Q2,Fieldturf,NE_PIT,39f.,8mi,Overcast,6mi
ATL,02/05/2017,NE,78%,0.0,"Houston, Texas",Q2,Grass,ATL_NE,72f.,9mi,Mostly Cloudy,6mi
